"dates","invoice_no","item_name","price","quantity","sub_total","discount","tax","final_total","table_number","server_name","category"
"2023-07-18","26620","Chicken Tikka Masala","190","1","190","0","9.5","199.5","6","biller","Non Veg Gravy"
"2023-07-18","26619","Soft Drink 600ml","40","1","40","0","2","42","1","biller","Deserts & Mocktails"
"2023-07-17","26618","Sweet Corn Chicken Soup","90","6","540","0","27","567","50","biller","Non Veg Soup"
"2023-07-17","26618","Chicken 65 Boneless","190","5","950","0","47.5","997.5","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-17","26618","Chicken Roast","160","5","800","0","40","840","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-17","26618","Chilly Chicken Dry","190","5","950","0","47.5","997.5","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-17","26618","Kozhi Milaghuperattal","160","4","640","0","32","672","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-17","26618","Pepper Chicken Boneless","199","2","398","0","19.9","417.9","50","biller","NON VEG STARTERS CHICKEN"
"2023-07-17","26618","Chicken Biriyani With Raitha And Gravy","160","4","640","0","32","672","50","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26618","Egg Briyani With Raitha And Chicken Gravy","140","4","560","0","28","588","50","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26618","Egg Fried Rice","140","3","420","0","21","441","50","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26618","Prawn Fried Rice","170","2","340","0","17","357","50","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26618","Prawn Noodles","170","2","340","0","17","357","50","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26618","Schewan  Chicken Fried Rice","160","3","480","0","24","504","50","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26618","Schewan Chicken Noodle","160","2","320","0","16","336","50","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26617","Butterscotch Milk Shake","110","1","110","0","5.5","115.5","7","biller","Deserts & Mocktails"
"2023-07-17","26617","Mineral Water","20","1","20","0","1","21","7","biller","Deserts & Mocktails"
"2023-07-17","26616","Chicken Noodles","160","1","160","0","8","168","8","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26615","Sesame Fried Chicken","160","1","160","0","8","168","9","biller","NON VEG STARTERS CHICKEN"
"2023-07-17","26615","Soft Drink 600ml","40","1","40","0","2","42","9","biller","Deserts & Mocktails"
"2023-07-17","26614","Sweet Corn Veg Soup","80","2","160","0","8","168","2","biller","Veg Soup"
"2023-07-17","26614","Gobi- 65","120","1","120","0","6","126","2","biller","Veg Starters"
"2023-07-17","26614","Egg Masala","150","1","150","0","7.5","157.5","2","biller","Non Veg Gravy"
"2023-07-17","26614","Kulcha","55","2","110","0","5.5","115.5","2","biller","Indian Breads"
"2023-07-17","26614","Pulka (2 No)","40","1","40","0","2","42","2","biller","Indian Breads"
"2023-07-17","26613","Chicken Fried Rice","160","1","160","0","8","168","41","biller","NON VEG BRIYANI & RICE"
"2023-07-17","26613","Gobi- 65","120","1","120","0","6","126","41","biller","Veg Starters"
"2023-07-17","26613","Mojito","99","1","99","0","4.96","103.96","41","biller","Deserts & Mocktails"
"2023-07-17","26612","Dragon Paneer","150","1","150","0","7.5","157.5","4","biller","Veg Starters"
"2023-07-17","26612","Veg Fried Rice","130","1","130","0","6.5","136.5","4","biller","VEG BIRYANI & RICE"
"2023-07-17","26612","Butter Naan","60","1","60","0","3","63","4","biller","Indian Breads"
"2023-07-17","26611","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-07-17","26610","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-07-17","26609","Pulka (2 No)","40","3","120","0","6","126","14","biller","Indian Breads"
"2023-07-17","26609","Paneer Manchurian","140","1","140","0","7","147","14","biller","Veg Starters"
"2023-07-17","26608","Chicken Kati Roll","120","1","120","0","6","126","12","biller","NON VEG STARTERS CHICKEN"
"2023-07-17","26608","French Fries","100","1","100","0","5","105","12","biller","Veg Starters"
"2023-07-17","26608","Soft Drink 600ml","40","1","40","0","2","42","12","biller","Deserts & Mocktails"
"2023-07-17","26607","Mushroom Pulao","140","1","140","0","7","147","4","biller","VEG BIRYANI & RICE"
"2023-07-17","26607","Lemon Soda","50","1","50","0","2.5","52.5","4","biller","Deserts & Mocktails"
"2023-07-17","26606","Veg Fried Rice","130","1","130","0","6.5","136.5","2","biller","VEG BIRYANI & RICE"
"2023-07-16","26605","Chicken Fried Rice","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26604","Vegetable Pepper Soup","80","2","160","0","8","168","49","biller","Veg Soup"
"2023-07-16","26604","Jeera Rice","130","1","130","0","6.5","136.5","49","biller","VEG BIRYANI & RICE"
"2023-07-16","26604","Dragon Mushroom","160","1","160","0","8","168","49","biller","Veg Starters"
"2023-07-16","26604","Mineral Water","20","2","40","0","2","42","49","biller","Deserts & Mocktails"
"2023-07-16","26603","Chicken Noodles","160","1","160","0","8","168","1","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26602","Pepper Chicken Gravy","170","1","170","0","8.5","178.5","11","biller","Non Veg Gravy"
"2023-07-16","26601","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-07-16","26600","Butterscotch Milk Shake","110","1","110","0","5.5","115.5","1","biller","Deserts & Mocktails"
"2023-07-16","26599","Schewan Veg Fried Rice","130","1","130","0","6.5","136.5","6","biller","VEG BIRYANI & RICE"
"2023-07-16","26598","Chapathi (2 No)","50","3","150","0","7.5","157.5","50","biller","Indian Breads"
"2023-07-16","26598","Kadai Paneer","150","1","150","0","7.5","157.5","50","biller","Veg Gravy"
"2023-07-16","26597","Veg Fried Rice","130","1","130","0","6.5","136.5","20","biller","VEG BIRYANI & RICE"
"2023-07-16","26596","Pepper Garlic Chicken Soup","90","1","90","0","4.5","94.5","2","biller","Non Veg Soup"
"2023-07-16","26595","Prawn Manchurian","199","1","199","0","9.94","208.94","4","biller","NON VEG STARTERS FISH"
"2023-07-16","26594","Sesame Fried Chicken","160","1","160","0","8","168","41","biller","NON VEG STARTERS CHICKEN"
"2023-07-16","26593","Sweet Corn Veg Soup","80","1","80","0","4","84","10","biller","Veg Soup"
"2023-07-16","26593","Babycorn Manchurian","160","1","160","0","8","168","10","biller","Veg Starters"
"2023-07-16","26593","French Fries","100","1","100","0","5","105","10","biller","Veg Starters"
"2023-07-16","26592","Chicken Fried Rice","160","2","320","0","16","336","50","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26591","Kozhicharru","90","1","90","0","4.5","94.5","2","biller","Non Veg Soup"
"2023-07-16","26590","Chicken 65 Boneless","190","1","190","19","8.56","179.56","16","biller","NON VEG STARTERS CHICKEN"
"2023-07-16","26590","Chicken Lolly Pop","190","1","190","19","8.56","179.56","16","biller","NON VEG STARTERS CHICKEN"
"2023-07-16","26590","Pichi Potta Kozhi Varuval","160","1","160","16","7.2","151.2","16","biller","NON VEG STARTERS CHICKEN"
"2023-07-16","26590","Chicken Fried Rice","160","1","160","16","7.2","151.2","16","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26589","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","9","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26588","Prawn Biriyani","170","1","170","0","8.5","178.5","3","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26588","Dragon Chicken","190","1","190","0","9.5","199.5","3","biller","NON VEG STARTERS CHICKEN"
"2023-07-16","26588","Mineral Water","20","1","20","0","1","21","3","biller","Deserts & Mocktails"
"2023-07-16","26587","Egg Briyani With Raitha And Chicken Gravy","140","2","280","28","12.6","264.6","5","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26587","Kozhi Milaghuperattal","160","1","160","16","7.2","151.2","5","biller","NON VEG STARTERS CHICKEN"
"2023-07-16","26587","Chicken 65","160","1","160","16","7.2","151.2","5","biller","NON VEG STARTERS CHICKEN"
"2023-07-16","26587","Chapathi (2 No)","50","1","50","5","2.26","47.26","5","biller","Indian Breads"
"2023-07-16","26587","Chapathi (2 No)","50","1","50","5","2.26","47.26","5","biller","Indian Breads"
"2023-07-16","26586","Schewan  Chicken Fried Rice","160","1","160","0","8","168","13","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26586","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","13","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26586","Pepper Tandoori Chicken ( Full )","399","1","399","0","19.96","418.96","13","biller","Non Veg Tandoor"
"2023-07-16","26586","Thandoor Chicken Full","389","1","389","0","19.46","408.46","13","biller","Non Veg Tandoor"
"2023-07-16","26586","Lessi Sweet","100","1","100","0","5","105","13","biller","Deserts & Mocktails"
"2023-07-16","26586","Mineral Water","20","5","100","0","5","105","13","biller","Deserts & Mocktails"
"2023-07-16","26585","Ghee Rice","130","1","130","0","6.5","136.5","11","biller","VEG BIRYANI & RICE"
"2023-07-16","26585","Mushroom Pulao","140","1","140","0","7","147","11","biller","VEG BIRYANI & RICE"
"2023-07-16","26585","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","11","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26584","Vegetable Pepper Soup","80","2","160","16","7.2","151.2","2","biller","Veg Soup"
"2023-07-16","26584","Veg Noodles","130","1","130","13","5.86","122.86","2","biller","VEG BIRYANI & RICE"
"2023-07-16","26584","Jeera Rice","130","1","130","13","5.86","122.86","2","biller","VEG BIRYANI & RICE"
"2023-07-16","26584","Egg Fried Rice","140","1","140","14","6.3","132.3","2","biller","NON VEG BRIYANI & RICE"
"2023-07-16","26583","Strawberry Milk Shake","100","2","200","0","10","210","50","biller","Deserts & Mocktails"
"2023-07-15","26582","Chicken 65 Boneless","190","3","570","0","28.5","598.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26582","Chicken Roast","160","3","480","0","24","504","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26582","Chilly Chicken Dry","190","3","570","0","28.5","598.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26582","Grill Chicken (half)","199","7","1393","0","69.66","1462.66","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26582","Kumpo Chicken","190","3","570","0","28.5","598.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26582","Kozhithoran (Roasted Chicken With Coconut)","160","3","480","0","24","504","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26582","Dragon Chicken","190","3","570","0","28.5","598.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26582","Plain Briyani With Raitha, Gravy.","130","3","390","0","19.5","409.5","49","biller","VEG BIRYANI & RICE"
"2023-07-15","26582","Hydrabadi Veg Biriyani","130","3","390","0","19.5","409.5","49","biller","VEG BIRYANI & RICE"
"2023-07-15","26582","Paneer Noodles","150","3","450","0","22.5","472.5","49","biller","VEG BIRYANI & RICE"
"2023-07-15","26582","Paneer Pulao","140","2","280","0","14","294","49","biller","VEG BIRYANI & RICE"
"2023-07-15","26582","Chicken Biriyani With Raitha And Gravy","160","6","960","0","48","1008","49","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26582","Chicken Fried Rice","160","4","640","0","32","672","49","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26582","Egg Briyani With Raitha And Chicken Gravy","140","4","560","0","28","588","49","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26582","Egg Fried Rice","140","3","420","0","21","441","49","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26581","Mineral Water","20","1","20","0","1","21","18","biller","Deserts & Mocktails"
"2023-07-15","26580","Thandoor Chicken Half","199","1","199","0","9.94","208.94","14","biller","Non Veg Tandoor"
"2023-07-15","26579","Mineral Water","20","2","40","0","2","42","1","biller","Deserts & Mocktails"
"2023-07-15","26578","Paneer Manchurian","140","1","140","0","7","147","10","biller","Veg Starters"
"2023-07-15","26578","Lemon Soda","50","1","50","0","2.5","52.5","10","biller","Deserts & Mocktails"
"2023-07-15","26578","Mojito","99","1","99","0","4.96","103.96","10","biller","Deserts & Mocktails"
"2023-07-15","26578","Mineral Water","20","1","20","0","1","21","10","biller","Deserts & Mocktails"
"2023-07-15","26577","Mineral Water","20","1","20","0","1","21","1","biller","Deserts & Mocktails"
"2023-07-15","26576","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","4","biller","Non Veg Tandoor"
"2023-07-15","26575","Strawberry Milk Shake","100","1","100","0","5","105","3","biller","Deserts & Mocktails"
"2023-07-15","26575","Butterscotch Milk Shake","110","1","110","0","5.5","115.5","3","biller","Deserts & Mocktails"
"2023-07-15","26574","Chicken Clear Soup","90","1","90","0","4.5","94.5","14","biller","Non Veg Soup"
"2023-07-15","26573","Paneer Fried Rice","150","1","150","0","7.5","157.5","50","biller","VEG BIRYANI & RICE"
"2023-07-15","26573","Mojito","99","1","99","0","4.96","103.96","50","biller","Deserts & Mocktails"
"2023-07-15","26572","Prawn Fried Rice","170","1","170","0","8.5","178.5","2","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26572","Mineral Water","20","1","20","0","1","21","2","biller","Deserts & Mocktails"
"2023-07-15","26571","Thandoor Chicken Half","199","1","199","0","9.94","208.94","1","biller","Non Veg Tandoor"
"2023-07-15","26570","Chicken Biriyani With Raitha And Gravy","160","1","160","8","7.6","159.6","50","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26569","French Fries","100","1","100","0","5","105","11","biller","Veg Starters"
"2023-07-15","26568","Garlic Naan","60","2","120","0","6","126","9","biller","Indian Breads"
"2023-07-15","26568","Kadai Vegetable","150","1","150","0","7.5","157.5","9","biller","Veg Gravy"
"2023-07-15","26568","Babycorn Manchurian","160","1","160","0","8","168","9","biller","Veg Starters"
"2023-07-15","26568","Dragon Chicken","190","1","190","0","9.5","199.5","9","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26568","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","9","biller","Non Veg Tandoor"
"2023-07-15","26568","Butter Naan","60","1","60","0","3","63","9","biller","Indian Breads"
"2023-07-15","26568","Mineral Water","20","1","20","0","1","21","9","biller","Deserts & Mocktails"
"2023-07-15","26567","Oreo Milk Shake","120","1","120","0","6","126","7","biller","Deserts & Mocktails"
"2023-07-15","26566","Egg Noodles","140","1","140","0","7","147","2","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26566","Veg Noodles","130","1","130","0","6.5","136.5","2","biller","VEG BIRYANI & RICE"
"2023-07-15","26566","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26565","Kozhi Milaghuperattal","160","1","160","0","8","168","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26564","Chicken Fried Rice","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26564","Chapathi (2 No)","50","1","50","0","2.5","52.5","3","biller","Indian Breads"
"2023-07-15","26564","Kadai Vegetables","150","1","150","0","7.5","157.5","3","biller","Veg Gravy"
"2023-07-15","26563","Plain Briyani With Raitha, Gravy.","130","2","260","0","13","273","48","biller","VEG BIRYANI & RICE"
"2023-07-15","26562","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26562","Egg Fried Rice","140","1","140","0","7","147","4","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26562","Kozhi Milaghuperattal","160","1","160","0","8","168","4","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26562","Blue Lagoon","99","2","198","0","9.9","207.9","4","biller","Deserts & Mocktails"
"2023-07-15","26561","Kozhi Milaghuperattal","160","1","160","16","7.2","151.2","49","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26560","Gobi Manchurian","120","1","120","0","6","126","1","biller","Veg Starters"
"2023-07-15","26560","Egg Bhurji","50","1","50","0","2.5","52.5","1","biller","NON VEG STARTERS EGG"
"2023-07-15","26559","Schewan Chicken Noodle","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26559","Schewan  Chicken Fried Rice","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26559","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-07-15","26559","Schezwan Chicken Dry","190","1","190","0","9.5","199.5","4","biller","NON VEG STARTERS CHICKEN"
"2023-07-15","26559","Butter Scotch Scoop","80","2","160","0","8","168","4","biller","Deserts & Mocktails"
"2023-07-15","26559","Strawberry Scoop","80","1","80","0","4","84","4","biller","Deserts & Mocktails"
"2023-07-14","26558","Chicken Biriyani With Raitha And Gravy","160","7","1120","0","56","1176","50","biller","NON VEG BRIYANI & RICE"
"2023-07-14","26558","Chicken Fried Rice","160","6","960","0","48","1008","50","biller","NON VEG BRIYANI & RICE"
