"dates","invoice_no","item_name","price","quantity","sub_total","discount","tax","final_total","table_number","server_name","category"
"2023-08-31","27754","Naan","50","1","50","0","2.5","52.5","20","biller","Indian Breads"
"2023-08-31","27754","Garlic Naan","60","1","60","0","3","63","20","biller","Indian Breads"
"2023-08-31","27754","Butter Chicken Gravy","170","1","170","0","8.5","178.5","20","biller","Non Veg Gravy"
"2023-08-31","27754","Chicken Pallipalayam Gravy","170","1","170","0","8.5","178.5","20","biller","Non Veg Gravy"
"2023-08-31","27754","Chicken Fried Rice","160","1","160","0","8","168","20","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27754","Chicken Noodles","160","1","160","0","8","168","20","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27753","Green Peas Pulao","130","1","130","0","6.5","136.5","17","biller","VEG BIRYANI & RICE"
"2023-08-31","27753","Jeera Rice","130","1","130","0","6.5","136.5","17","biller","VEG BIRYANI & RICE"
"2023-08-31","27753","Schezwan Mushroom Fried Rice","140","1","140","0","7","147","17","biller","VEG BIRYANI & RICE"
"2023-08-31","27753","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","17","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27753","Lemon Soda","50","1","50","0","2.5","52.5","17","biller","Deserts & Mocktails"
"2023-08-31","27753","Butterscotch Milk Shake","110","1","110","0","5.5","115.5","17","biller","Deserts & Mocktails"
"2023-08-31","27753","Chocolate Milk Shake","110","1","110","0","5.5","115.5","17","biller","Deserts & Mocktails"
"2023-08-31","27753","Chocolate Scoop","80","1","80","0","4","84","17","biller","Deserts & Mocktails"
"2023-08-31","27753","Butter Roti","50","2","100","0","5","105","17","biller","Indian Breads"
"2023-08-31","27753","Butter Naan","60","1","60","0","3","63","17","biller","Indian Breads"
"2023-08-31","27753","Garlic Chicken Masasla","170","1","170","0","8.5","178.5","17","biller","Non Veg Gravy"
"2023-08-31","27753","Egg Bhurji Masala","150","1","150","0","7.5","157.5","17","biller","Non Veg Gravy"
"2023-08-31","27752","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","25","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27752","Chicken Fried Rice","160","1","160","0","8","168","25","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27752","Chicken Noodles","160","1","160","0","8","168","25","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27752","Mixed Noodles","170","1","170","0","8.5","178.5","25","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27752","Butter Naan","60","2","120","0","6","126","25","biller","Indian Breads"
"2023-08-31","27752","Romali Roti (1 No)","50","1","50","0","2.5","52.5","25","biller","Indian Breads"
"2023-08-31","27752","Dal Tudka","140","1","140","0","7","147","25","biller","Veg Gravy"
"2023-08-31","27752","Channa Masala","140","1","140","0","7","147","25","biller","Veg Gravy"
"2023-08-31","27752","Kadai Mushroom","150","1","150","0","7.5","157.5","25","biller","Veg Gravy"
"2023-08-31","27752","Kadai Paneer","150","1","150","0","7.5","157.5","25","biller","Veg Gravy"
"2023-08-31","27752","Jeera Rice","130","1","130","0","6.5","136.5","25","biller","VEG BIRYANI & RICE"
"2023-08-31","27752","Jeera Peas Pulao","130","1","130","0","6.5","136.5","25","biller","VEG BIRYANI & RICE"
"2023-08-31","27752","Chicken Thangdi Kebab","190","1","190","0","9.5","199.5","25","biller","Non Veg Tandoor"
"2023-08-31","27751","Babycorn Manchurian","160","1","160","0","8","168","2","biller","Veg Starters"
"2023-08-31","27751","Bread Omblet","50","1","50","0","2.5","52.5","2","biller","Veg Starters"
"2023-08-31","27751","Dragon Babycorn","160","1","160","0","8","168","2","biller","Veg Starters"
"2023-08-31","27751","Dragon Gobi","160","1","160","0","8","168","2","biller","Veg Starters"
"2023-08-31","27751","Dragon Paneer","150","1","150","0","7.5","157.5","2","biller","Veg Starters"
"2023-08-31","27751","Gobi Potato","120","1","120","0","6","126","2","biller","Veg Starters"
"2023-08-31","27751","Gobi Mushroom","120","1","120","0","6","126","2","biller","Veg Starters"
"2023-08-31","27751","Chicken 65 Boneless","190","1","190","0","9.5","199.5","2","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27751","Chicken Kati Roll","120","1","120","0","6","126","2","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27751","Chilly Chicken Dry","190","1","190","0","9.5","199.5","2","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27751","Grill Chicken (half)","199","1","199","0","9.94","208.94","2","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27751","Schewan  Chicken Fried Rice","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27751","Mixed Fried Rice","170","1","170","0","8.5","178.5","2","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27750","Prawn Fried Rice","170","1","170","0","8.5","178.5","45","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27749","Thandoor Chicken Half","199","1","199","0","9.94","208.94","6","biller","Non Veg Tandoor"
"2023-08-31","27749","Schewan  Chicken Fried Rice","160","1","160","0","8","168","6","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27749","Schezwan Prawn Fried Rice","170","1","170","0","8.5","178.5","6","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27749","Schewan Chicken Noodle","160","1","160","0","8","168","6","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27748","Gobi Manchurian","120","1","120","0","6","126","4","biller","Veg Starters"
"2023-08-31","27748","Dragon Chicken","190","1","190","0","9.5","199.5","4","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27748","Butter Naan","60","3","180","0","9","189","4","biller","Indian Breads"
"2023-08-31","27748","Methi Chicken Masala","170","1","170","0","8.5","178.5","4","biller","Non Veg Gravy"
"2023-08-31","27748","Mineral Water","20","1","20","0","1","21","4","biller","Deserts & Mocktails"
"2023-08-31","27747","Chicken Noodles","160","1","160","0","8","168","41","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27746","Butter Naan","60","2","120","0","6","126","14","biller","Indian Breads"
"2023-08-31","27746","Dragon Chicken","190","1","190","0","9.5","199.5","14","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27745","Pepper Garlic Chicken Soup","90","1","90","0","4.5","94.5","10","biller","Non Veg Soup"
"2023-08-31","27745","Pichipotta Kozhivaruval","160","1","160","0","8","168","10","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27745","Prawn 65","199","1","199","0","9.94","208.94","10","biller","NON VEG STARTERS FISH"
"2023-08-31","27745","Chicken Kothu Paratha","110","1","110","0","5.5","115.5","10","biller","Indian Breads"
"2023-08-31","27745","Chicken 65","160","1","160","0","8","168","10","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27745","Mineral Water","20","1","20","0","1","21","10","biller","Deserts & Mocktails"
"2023-08-31","27744","Tandoor Chicken ( Quarter)","100","1","100","0","5","105","2","biller","Non Veg Tandoor"
"2023-08-31","27744","Butter Roti","50","1","50","0","2.5","52.5","2","biller","Indian Breads"
"2023-08-31","27743","Chicken 65","160","1","160","0","8","168","7","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27742","Pichipotta Kozhivaruval","160","1","160","0","8","168","8","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27742","Parota","30","3","90","0","4.5","94.5","8","biller","Indian Breads"
"2023-08-31","27741","Prawn 65","199","1","199","0","9.94","208.94","3","biller","NON VEG STARTERS FISH"
"2023-08-31","27741","Butter Chicken Gravy","170","1","170","0","8.5","178.5","3","biller","Non Veg Gravy"
"2023-08-31","27741","Pulka (2 No)","40","3","120","0","6","126","3","biller","Indian Breads"
"2023-08-31","27740","Butter Naan","60","2","120","0","6","126","9","biller","Indian Breads"
"2023-08-31","27740","Paneer Butter Masala","150","1","150","0","7.5","157.5","9","biller","Veg Gravy"
"2023-08-31","27739","Mineral Water","20","2","40","0","2","42","50","biller","Deserts & Mocktails"
"2023-08-31","27738","Dragon Paneer","150","1","150","0","7.5","157.5","43","biller","Veg Starters"
"2023-08-31","27737","Butter Naan","60","3","180","0","9","189","41","biller","Indian Breads"
"2023-08-31","27737","Schewan  Chicken Fried Rice","160","1","160","0","8","168","41","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27737","Karaikudi Kozhi Kozhimbu","170","1","170","0","8.5","178.5","41","biller","Non Veg Gravy"
"2023-08-31","27737","Chicken 65 Boneless","190","1","190","0","9.5","199.5","41","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27736","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","5","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27735","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","1","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27735","Chicken 65","160","1","160","16","7.2","151.2","1","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27734","Hydrabadi Chicken Masala","170","1","170","0","8.5","178.5","9","biller","Non Veg Gravy"
"2023-08-31","27734","Butter Naan","60","2","120","0","6","126","9","biller","Indian Breads"
"2023-08-31","27733","Schezwan Mushroom","140","1","140","0","7","147","10","biller","Veg Starters"
"2023-08-31","27733","Mineral Water","20","1","20","0","1","21","10","biller","Deserts & Mocktails"
"2023-08-31","27732","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","4","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27732","Butter Naan","60","4","240","0","12","252","4","biller","Indian Breads"
"2023-08-31","27732","Chicken Kheema Masala","180","1","180","0","9","189","4","biller","Non Veg Gravy"
"2023-08-31","27732","Mineral Water","20","1","20","0","1","21","4","biller","Deserts & Mocktails"
"2023-08-31","27731","Kozhicharru","90","1","90","0","4.5","94.5","41","biller","Non Veg Soup"
"2023-08-31","27731","Mutton Pepper Fry","239","1","239","0","11.96","250.96","41","biller","NON VEG STARTERS MUTTON"
"2023-08-31","27731","Chapathi (2 No)","50","1","50","0","2.5","52.5","41","biller","Indian Breads"
"2023-08-31","27731","Naan","50","1","50","0","2.5","52.5","41","biller","Indian Breads"
"2023-08-31","27731","Chicken Pallipalayam Gravy","170","1","170","0","8.5","178.5","41","biller","Non Veg Gravy"
"2023-08-31","27730","Dragon Gobi","160","1","160","0","8","168","49","biller","Veg Starters"
"2023-08-31","27730","Chilly Mushroom(chinese)","140","1","140","0","7","147","49","biller","Veg Starters"
"2023-08-31","27730","Naan","50","2","100","0","5","105","49","biller","Indian Breads"
"2023-08-31","27730","Tawa Paratha","30","2","60","0","3","63","49","biller","Indian Breads"
"2023-08-31","27729","Pulka (2 No)","40","6","240","0","12","252","50","biller","Indian Breads"
"2023-08-31","27729","Butter Chicken Gravy","170","2","340","0","17","357","50","biller","Non Veg Gravy"
"2023-08-31","27728","Mineral Water","20","1","20","0","1","21","48","biller","Deserts & Mocktails"
"2023-08-31","27727","Butter Scotch Scoop","80","1","80","0","4","84","4","biller","Deserts & Mocktails"
"2023-08-31","27727","Dragon Gobi","160","1","160","0","8","168","4","biller","Veg Starters"
"2023-08-31","27727","Mineral Water","20","1","20","0","1","21","4","biller","Deserts & Mocktails"
"2023-08-31","27727","French Fries","100","1","100","0","5","105","4","biller","Veg Starters"
"2023-08-31","27726","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","3","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27726","Chicken Fried Rice","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27726","Prawn Pepper Fry","199","1","199","0","9.94","208.94","3","biller","NON VEG STARTERS FISH"
"2023-08-31","27726","Mineral Water","20","1","20","0","1","21","3","biller","Deserts & Mocktails"
"2023-08-31","27725","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","6","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27725","French Fries","100","1","100","0","5","105","6","biller","Veg Starters"
"2023-08-31","27725","Mineral Water","20","1","20","0","1","21","6","biller","Deserts & Mocktails"
"2023-08-31","27724","Mushroom - 65","120","1","120","0","6","126","50","biller","Veg Starters"
"2023-08-31","27724","French Fries","100","1","100","0","5","105","50","biller","Veg Starters"
"2023-08-31","27723","Parota","30","2","60","0","3","63","4","biller","Indian Breads"
"2023-08-31","27723","Mineral Water","20","1","20","0","1","21","4","biller","Deserts & Mocktails"
"2023-08-31","27723","Curd Rice","90","1","90","0","4.5","94.5","4","biller","VEG BIRYANI & RICE"
"2023-08-31","27722","Chicken Biriyani With Raitha And Gravy","160","4","640","64","28.8","604.8","14","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27722","Egg Briyani With Raitha And Chicken Gravy","140","2","280","28","12.6","264.6","14","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27722","Pepper Tandoori Chicken ( Half )","209","1","209","20.9","9.4","197.5","14","biller","Non Veg Tandoor"
"2023-08-31","27722","Kozhi Milaghuperattal","160","1","160","16","7.2","151.2","14","biller","NON VEG STARTERS CHICKEN"
"2023-08-31","27722","Mineral Water","20","1","20","2","0.9","18.9","14","biller","Deserts & Mocktails"
"2023-08-31","27721","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","9","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27721","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","9","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27721","Paneer Pulao","140","1","140","0","7","147","9","biller","VEG BIRYANI & RICE"
"2023-08-31","27721","Mineral Water","20","2","40","0","2","42","9","biller","Deserts & Mocktails"
"2023-08-31","27720","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","4","biller","NON VEG BRIYANI & RICE"
"2023-08-31","27720","Plain Briyani With Raitha, Gravy.","130","1","130","13","5.86","122.86","4","biller","VEG BIRYANI & RICE"
"2023-08-31","27720","Pepper Tandoori Chicken ( Half )","209","1","209","20.9","9.4","197.5","4","biller","Non Veg Tandoor"
"2023-08-31","27720","Plain Briyani With Raitha, Gravy.","130","1","130","13","5.86","122.86","4","biller","VEG BIRYANI & RICE"
"2023-08-31","27720","Mineral Water","20","1","20","2","0.9","18.9","4","biller","Deserts & Mocktails"
"2023-08-30","27719","Butter Naan","60","2","120","0","6","126","12","biller","Indian Breads"
"2023-08-30","27719","Chapathi (2 No)","50","2","100","0","5","105","12","biller","Indian Breads"
"2023-08-30","27719","Naan","50","2","100","0","5","105","12","biller","Indian Breads"
"2023-08-30","27719","Garlic Roti","50","1","50","0","2.5","52.5","12","biller","Indian Breads"
"2023-08-30","27719","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","12","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27719","Chicken Fried Rice","160","1","160","0","8","168","12","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27719","Egg Fried Rice","140","1","140","0","7","147","12","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27719","Kadai Mushroom","150","1","150","0","7.5","157.5","12","biller","Veg Gravy"
"2023-08-30","27719","Channa Masala","140","1","140","0","7","147","12","biller","Veg Gravy"
"2023-08-30","27719","Kadai Paneer","150","1","150","0","7.5","157.5","12","biller","Veg Gravy"
"2023-08-30","27719","Kadai Prawns","199","1","199","0","9.94","208.94","12","biller","Non Veg Gravy"
"2023-08-30","27719","Karaikudi Kozhi Kozhimbu","170","1","170","0","8.5","178.5","12","biller","Non Veg Gravy"
"2023-08-30","27719","Methi Chicken Masala","170","1","170","0","8.5","178.5","12","biller","Non Veg Gravy"
"2023-08-30","27718","Chapathi (2 No)","50","1","50","0","2.5","52.5","10","biller","Indian Breads"
"2023-08-30","27718","Chappathi (1 No.)","25","1","25","0","1.26","26.26","10","biller","Indian Breads"
"2023-08-30","27718","Butter Roti","50","1","50","0","2.5","52.5","10","biller","Indian Breads"
"2023-08-30","27718","Butter Naan","60","1","60","0","3","63","10","biller","Indian Breads"
"2023-08-30","27718","Curd Rice","90","1","90","0","4.5","94.5","10","biller","VEG BIRYANI & RICE"
"2023-08-30","27718","Jeera Rice","130","1","130","0","6.5","136.5","10","biller","VEG BIRYANI & RICE"
"2023-08-30","27718","Mushroom Fried Rice","140","1","140","0","7","147","10","biller","VEG BIRYANI & RICE"
"2023-08-30","27718","Mushroom Biriyani","140","1","140","0","7","147","10","biller","VEG BIRYANI & RICE"
"2023-08-30","27718","Kadai Chicken","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-08-30","27718","Methi Chicken Masala","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-08-30","27718","Pepper Chicken Gravy","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-08-30","27718","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-08-30","27718","Garlic Chicken Masasla","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-08-30","27718","Egg Masala","150","1","150","0","7.5","157.5","10","biller","Non Veg Gravy"
"2023-08-30","27718","Chicken Thangdi Kebab","190","1","190","0","9.5","199.5","10","biller","Non Veg Tandoor"
"2023-08-30","27717","Butter Roti","50","2","100","0","5","105","5","biller","Indian Breads"
"2023-08-30","27717","Chapathi (2 No)","50","2","100","0","5","105","5","biller","Indian Breads"
"2023-08-30","27717","Butter Kulcha","60","2","120","0","6","126","5","biller","Indian Breads"
"2023-08-30","27717","Kulcha","55","2","110","0","5.5","115.5","5","biller","Indian Breads"
"2023-08-30","27717","Lachha Paratha","60","2","120","0","6","126","5","biller","Indian Breads"
"2023-08-30","27717","Naan","50","1","50","0","2.5","52.5","5","biller","Indian Breads"
"2023-08-30","27717","Tandoori Paratha","60","1","60","0","3","63","5","biller","Indian Breads"
"2023-08-30","27717","Parota","30","3","90","0","4.5","94.5","5","biller","Indian Breads"
"2023-08-30","27717","Chicken Tikka Masala","190","1","190","0","9.5","199.5","5","biller","Non Veg Gravy"
"2023-08-30","27717","Chilly Chicken Gravy","170","1","170","0","8.5","178.5","5","biller","Non Veg Gravy"
"2023-08-30","27717","Egg Bhurji Masala","150","1","150","0","7.5","157.5","5","biller","Non Veg Gravy"
"2023-08-30","27717","Chicken Manchurian Gravy","170","1","170","0","8.5","178.5","5","biller","Non Veg Gravy"
"2023-08-30","27717","Methi Chicken Masala","170","1","170","0","8.5","178.5","5","biller","Non Veg Gravy"
"2023-08-30","27717","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","5","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27717","Chicken Fried Rice","160","1","160","0","8","168","5","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27717","Egg Fried Rice","140","1","140","0","7","147","5","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27717","Chicken Pulao","150","1","150","0","7.5","157.5","5","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Chicken Biriyani With Raitha And Gravy","160","2","320","0","16","336","40","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Chicken Fried Rice","160","2","320","0","16","336","40","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Chicken Noodles","160","1","160","0","8","168","40","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Egg Fried Rice","140","1","140","0","7","147","40","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Mixed Noodles","170","1","170","0","8.5","178.5","40","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Egg Noodles","140","1","140","0","7","147","40","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Schewan Chicken Noodle","160","1","160","0","8","168","40","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27716","Naan","50","1","50","0","2.5","52.5","40","biller","Indian Breads"
"2023-08-30","27716","Garlic Naan","60","1","60","0","3","63","40","biller","Indian Breads"
"2023-08-30","27716","Butter Kulcha","60","1","60","0","3","63","40","biller","Indian Breads"
"2023-08-30","27716","Garlic Roti","50","1","50","0","2.5","52.5","40","biller","Indian Breads"
"2023-08-30","27716","Kulcha","55","1","55","0","2.76","57.76","40","biller","Indian Breads"
"2023-08-30","27715","Schezwan Chicken  Fried Rice","160","1","160","0","8","168","9","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27714","Mineral Water","20","2","40","0","2","42","45","biller","Deserts & Mocktails"
"2023-08-30","27713","Garlic Naan","60","1","60","0","3","63","10","biller","Indian Breads"
"2023-08-30","27713","Butter Naan","60","1","60","0","3","63","10","biller","Indian Breads"
"2023-08-30","27713","Paneer Butter Masala","150","1","150","0","7.5","157.5","10","biller","Veg Gravy"
"2023-08-30","27713","Schezwan Egg Fried Rice","140","1","140","0","7","147","10","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27712","Methi Chicken Masala","170","1","170","0","8.5","178.5","9","biller","Non Veg Gravy"
"2023-08-30","27712","Garlic Naan","60","3","180","0","9","189","9","biller","Indian Breads"
"2023-08-30","27712","Chicken Kothu Paratha","110","1","110","0","5.5","115.5","9","biller","Indian Breads"
"2023-08-30","27712","Chicken Fried Rice","160","1","160","0","8","168","9","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27712","Chicken Noodles","160","1","160","0","8","168","9","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27712","Mineral Water","20","1","20","0","1","21","9","biller","Deserts & Mocktails"
"2023-08-30","27711","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27711","Chicken Kati Roll","120","1","120","0","6","126","3","biller","NON VEG STARTERS CHICKEN"
"2023-08-30","27710","Chicken Noodles","160","1","160","0","8","168","12","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27710","Butter Naan","60","2","120","0","6","126","12","biller","Indian Breads"
"2023-08-30","27710","Pepper Chicken Gravy","170","1","170","0","8.5","178.5","12","biller","Non Veg Gravy"
"2023-08-30","27710","Strawberry Scoop","80","1","80","0","4","84","12","biller","Deserts & Mocktails"
"2023-08-30","27710","Pepper Thandoor (quarter)","109","1","109","0","5.46","114.46","12","biller","Non Veg Tandoor"
"2023-08-30","27709","Chicken Fried Rice","160","1","160","0","8","168","41","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27708","Kozhi Milaghuperattal","160","1","160","0","8","168","50","biller","NON VEG STARTERS CHICKEN"
"2023-08-30","27707","Thandoor Chicken Half","199","1","199","0","9.94","208.94","11","biller","Non Veg Tandoor"
"2023-08-30","27706","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","41","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27706","Butter Naan","60","2","120","0","6","126","41","biller","Indian Breads"
"2023-08-30","27706","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","41","biller","Non Veg Gravy"
"2023-08-30","27706","Chicken 65","160","1","160","0","8","168","41","biller","NON VEG STARTERS CHICKEN"
"2023-08-30","27706","Mineral Water","20","1","20","0","1","21","41","biller","Deserts & Mocktails"
"2023-08-30","27705","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27705","Veg Fried Rice","130","1","130","0","6.5","136.5","2","biller","VEG BIRYANI & RICE"
"2023-08-30","27705","Mineral Water","20","1","20","0","1","21","2","biller","Deserts & Mocktails"
"2023-08-30","27704","Schewan Chicken Noodle","160","1","160","0","8","168","1","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27704","Schewan  Chicken Fried Rice","160","1","160","0","8","168","1","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27704","Mineral Water","20","1","20","0","1","21","1","biller","Deserts & Mocktails"
"2023-08-30","27703","Mineral Water","20","3","60","0","3","63","15","biller","Deserts & Mocktails"
"2023-08-30","27702","Chicken Biriyani With Raitha And Gravy","160","3","480","0","24","504","14","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27702","Romali Roti (1 No)","50","4","200","0","10","210","14","biller","Indian Breads"
"2023-08-30","27702","Mushroom Masala","150","1","150","0","7.5","157.5","14","biller","Veg Gravy"
"2023-08-30","27702","Chicken Chettinad Gravy","170","1","170","0","8.5","178.5","14","biller","Non Veg Gravy"
"2023-08-30","27702","Pepper Thandoor (quarter)","109","1","109","0","5.46","114.46","14","biller","Non Veg Tandoor"
"2023-08-30","27702","Pepper Tandoori Chicken ( Half )","209","1","209","0","10.46","219.46","14","biller","Non Veg Tandoor"
"2023-08-30","27702","Chicken Fried Rice","160","2","320","0","16","336","14","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27702","Curd Rice","90","1","90","0","4.5","94.5","14","biller","VEG BIRYANI & RICE"
"2023-08-30","27701","French Fries","100","1","100","0","5","105","3","biller","Veg Starters"
"2023-08-30","27701","Veg Fried Rice","130","1","130","0","6.5","136.5","3","biller","VEG BIRYANI & RICE"
"2023-08-30","27701","Mineral Water","20","1","20","0","1","21","3","biller","Deserts & Mocktails"
"2023-08-30","27700","Veg Fried Rice","130","1","130","0","6.5","136.5","1","biller","VEG BIRYANI & RICE"
"2023-08-30","27700","Chilly Gobi (chinese)","140","1","140","0","7","147","1","biller","Veg Starters"
"2023-08-30","27700","Sweet Corn Veg Soup","80","1","80","0","4","84","1","biller","Veg Soup"
"2023-08-30","27699","Chicken Biriyani With Raitha And Gravy","160","1","160","16","7.2","151.2","13","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27699","Prawn Noodles","170","1","170","17","7.66","160.66","13","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27699","Mineral Water","20","1","20","2","0.9","18.9","13","biller","Deserts & Mocktails"
"2023-08-30","27698","Veg Fried Rice","130","1","130","19.5","5.52","116.02","45","biller","VEG BIRYANI & RICE"
"2023-08-30","27698","Baby Corn 65","160","1","160","24","6.8","142.8","45","biller","Veg Starters"
"2023-08-30","27697","Oreo Milk Shake","120","1","120","0","6","126","1","biller","Deserts & Mocktails"
"2023-08-30","27696","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","50","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27696","Mint Lime Soda","55","1","55","0","2.76","57.76","50","biller","Deserts & Mocktails"
"2023-08-30","27695","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","2","biller","NON VEG BRIYANI & RICE"
"2023-08-30","27694","Chicken Lolly Pop","190","1","190","19","8.56","179.56","4","biller","NON VEG STARTERS CHICKEN"
"2023-08-30","27694","Romali Roti (1 No)","50","1","50","5","2.26","47.26","4","biller","Indian Breads"
"2023-08-30","27694","Methi Chicken Masala","170","1","170","17","7.66","160.66","4","biller","Non Veg Gravy"
"2023-08-29","27693","Garlic Naan","60","1","60","0","3","63","33","biller","Indian Breads"
"2023-08-29","27693","Chapathi (2 No)","50","1","50","0","2.5","52.5","33","biller","Indian Breads"
"2023-08-29","27693","Butter Roti","50","1","50","0","2.5","52.5","33","biller","Indian Breads"
"2023-08-29","27693","Butter Naan","60","1","60","0","3","63","33","biller","Indian Breads"
"2023-08-29","27693","Butter Kulcha","60","1","60","0","3","63","33","biller","Indian Breads"
"2023-08-29","27693","Garlic Roti","50","1","50","0","2.5","52.5","33","biller","Indian Breads"
"2023-08-29","27693","Kadai Chicken","170","1","170","0","8.5","178.5","33","biller","Non Veg Gravy"
"2023-08-29","27693","Methi Chicken Masala","170","1","170","0","8.5","178.5","33","biller","Non Veg Gravy"
"2023-08-29","27693","Garlic Chicken Masasla","170","1","170","0","8.5","178.5","33","biller","Non Veg Gravy"
"2023-08-29","27693","Chicken Pallipalayam Gravy","170","1","170","0","8.5","178.5","33","biller","Non Veg Gravy"
"2023-08-29","27693","Jeera Peas Pulao","130","1","130","0","6.5","136.5","33","biller","VEG BIRYANI & RICE"
"2023-08-29","27693","Jeera Rice","130","1","130","0","6.5","136.5","33","biller","VEG BIRYANI & RICE"
"2023-08-29","27693","Green Peas Pulao","130","1","130","0","6.5","136.5","33","biller","VEG BIRYANI & RICE"
